Time,Axis,Raw_Value,Scaled_8bit,Event
1757029295.986457,Left_Y,-0.050995,120,
1757029295.986457,Right_X,-0.019623,124,
1757029295.986457,Right_Y,0.027435,130,
1757029296.0373273,Button,,,Brightness_Decrease
1757029296.0373273,Left_X,-0.003937,126,
1757029296.0373273,Left_Y,-0.050995,120,
1757029296.0373273,Right_X,-0.019623,124,
1757029296.0373273,Right_Y,0.027435,130,
1757029296.0883772,Button,,,Brightness_Increase
1757029296.0883772,Left_X,-0.003937,126,
1757029296.0883772,Left_Y,-0.050995,120,
1757029296.0883772,Right_X,-0.019623,124,
1757029296.0883772,Right_Y,0.027435,130,
1757029296.1389148,Left_X,-0.003937,126,
1757029296.1389148,Left_Y,-0.050995,120,
1757029296.1389148,Right_X,-0.019623,124,
1757029296.1389148,Right_Y,0.027435,130,
1757029296.1889486,Left_X,-0.003937,126,
1757029296.1889486,Left_Y,-0.050995,120,
1757029296.1889486,Right_X,-0.019623,124,
1757029296.1889486,Right_Y,0.027435,130,
1757029296.2396088,Button,,,Brightness_Decrease
1757029296.2396088,Left_X,-0.003937,126,
1757029296.2396088,Left_Y,-0.050995,120,
1757029296.2396088,Right_X,-0.019623,124,
1757029296.2396088,Right_Y,0.027435,130,
1757029296.2896147,Button,,,Brightness_Increase
1757029296.2896147,Left_X,-0.011780,125,
1757029296.2896147,Left_Y,-0.050995,120,
1757029296.2896147,Right_X,-0.019623,124,
1757029296.2896147,Right_Y,0.027435,130,
1757029296.3398805,Left_X,-0.003937,126,
1757029296.3398805,Left_Y,-0.050995,120,
1757029296.3398805,Right_X,-0.019623,124,
1757029296.3398805,Right_Y,0.027435,130,
1757029296.3908632,Left_X,-0.003937,126,
1757029296.3908632,Left_Y,-0.050995,120,
1757029296.3908632,Right_X,-0.019623,124,
1757029296.3908632,Right_Y,0.027435,130,
1757029296.4415085,Button,,,Brightness_Decrease
1757029296.4415085,Left_X,-0.003937,126,
1757029296.4415085,Left_Y,-0.050995,120,
1757029296.4415085,Right_X,-0.019623,124,
1757029296.4415085,Right_Y,0.027435,130,
1757029296.491541,Button,,,Brightness_Increase
1757029296.491541,Left_X,-0.003937,126,
1757029296.491541,Left_Y,-0.050995,120,
1757029296.491541,Right_X,-0.019623,124,
1757029296.491541,Right_Y,0.027435,130,
1757029296.5423386,Left_X,-0.003937,126,
1757029296.5423386,Left_Y,-0.050995,120,
1757029296.5423386,Right_X,-0.019623,124,
1757029296.5423386,Right_Y,0.027435,130,
1757029296.5926385,Left_X,-0.003937,126,
1757029296.5926385,Left_Y,-0.050995,120,
1757029296.5926385,Right_X,-0.019623,124,
1757029296.5926385,Right_Y,0.027435,130,
1757029296.6432807,Left_X,-0.003937,126,
1757029296.6432807,Left_Y,-0.050995,120,
1757029296.6432807,Right_X,-0.019623,124,
1757029296.6432807,Right_Y,0.027435,130,
1757029296.6936545,Button,,,Brightness_Decrease
1757029296.6936545,Left_X,-0.003937,126,
1757029296.6936545,Left_Y,-0.050995,120,
1757029296.6936545,Right_X,-0.019623,124,
1757029296.6936545,Right_Y,0.027435,130,
1757029296.7435386,Left_X,-0.011780,125,
1757029296.7435386,Left_Y,-0.050995,120,
1757029296.7435386,Right_X,-0.019623,124,
1757029296.7435386,Right_Y,0.027435,130,
1757029296.7937074,Button,,,Brightness_Increase
1757029296.7937074,Left_X,-0.003937,126,
1757029296.7937074,Left_Y,-0.050995,120,
1757029296.7937074,Right_X,-0.019623,124,
1757029296.7937074,Right_Y,0.027435,130,
1757029296.8443038,Left_X,-0.003937,126,
1757029296.8443038,Left_Y,-0.050995,120,
1757029296.8443038,Right_X,-0.019623,124,
1757029296.8443038,Right_Y,0.027435,130,
1757029296.894859,Button,,,Brightness_Decrease
1757029296.894859,Left_X,-0.003937,126,
1757029296.894859,Left_Y,-0.050995,120,
1757029296.894859,Right_X,-0.019623,124,
1757029296.894859,Right_Y,0.027435,130,
1757029296.9448829,Left_X,-0.003937,126,
1757029296.9448829,Left_Y,-0.050995,120,
1757029296.9448829,Right_X,-0.011780,125,
1757029296.9448829,Right_Y,0.027435,130,
1757029296.9950294,Button,,,Brightness_Increase
1757029296.9950294,Left_X,-0.003937,126,
1757029296.9950294,Left_Y,-0.050995,120,
1757029296.9950294,Right_X,-0.019623,124,
1757029296.9950294,Right_Y,0.027435,130,
1757029297.045657,Left_X,-0.011780,125,
1757029297.045657,Left_Y,-0.050995,120,
1757029297.045657,Right_X,-0.019623,124,
1757029297.045657,Right_Y,0.027435,130,
1757029297.0961206,Button,,,Brightness_Decrease
1757029297.0961206,Left_X,-0.003937,126,
1757029297.0961206,Left_Y,-0.050995,120,
1757029297.0961206,Right_X,-0.019623,124,
1757029297.0961206,Right_Y,0.027435,130,
1757029297.1466541,Left_X,-0.003937,126,
1757029297.1466541,Left_Y,-0.050995,120,
1757029297.1466541,Right_X,-0.019623,124,
1757029297.1466541,Right_Y,0.027435,130,
1757029297.196693,Button,,,Brightness_Increase
1757029297.196693,Left_X,-0.003937,126,
1757029297.196693,Left_Y,-0.050995,120,
1757029297.196693,Right_X,-0.019623,124,
1757029297.196693,Right_Y,0.027435,130,
1757029297.2472243,Left_X,-0.003937,126,
1757029297.2472243,Left_Y,-0.050995,120,
1757029297.2472243,Right_X,-0.019623,124,
1757029297.2472243,Right_Y,0.027435,130,
1757029297.2976687,Button,,,Brightness_Decrease
1757029297.2976687,Left_X,-0.003937,126,
1757029297.2976687,Left_Y,-0.050995,120,
1757029297.2976687,Right_X,-0.019623,124,
1757029297.2976687,Right_Y,0.027435,130,
1757029297.3481998,Left_X,-0.003937,126,
1757029297.3481998,Left_Y,-0.050995,120,
1757029297.3481998,Right_X,-0.019623,124,
1757029297.3481998,Right_Y,0.027435,130,
1757029297.3985333,Button,,,Brightness_Increase
1757029297.3985333,Left_X,-0.003937,126,
1757029297.3985333,Left_Y,-0.050995,120,
1757029297.3985333,Right_X,-0.019623,124,
1757029297.3985333,Right_Y,0.027435,130,
1757029297.449069,Left_X,-0.003937,126,
1757029297.449069,Left_Y,-0.050995,120,
1757029297.449069,Right_X,-0.019623,124,
1757029297.449069,Right_Y,0.027435,130,
1757029297.4990988,Left_X,-0.003937,126,
1757029297.4990988,Left_Y,-0.050995,120,
1757029297.4990988,Right_X,-0.019623,124,
1757029297.4990988,Right_Y,0.027435,130,
1757029297.5500076,Button,,,Brightness_Increase
1757029297.5500076,Left_X,-0.003937,126,
1757029297.5500076,Left_Y,-0.050995,120,
1757029297.5500076,Right_X,-0.019623,124,
1757029297.5500076,Right_Y,0.027435,130,
1757029297.6006258,Left_X,-0.003937,126,
1757029297.6006258,Left_Y,-0.050995,120,
1757029297.6006258,Right_X,-0.019623,124,
1757029297.6006258,Right_Y,0.027435,130,
1757029297.6512446,Left_X,-0.003937,126,
1757029297.6512446,Left_Y,-0.050995,120,
1757029297.6512446,Right_X,-0.019623,124,
1757029297.6512446,Right_Y,0.027435,130,
1757029297.7014086,Left_X,-0.003937,126,
1757029297.7014086,Left_Y,-0.050995,120,
1757029297.7014086,Right_X,-0.019623,124,
1757029297.7014086,Right_Y,0.027435,130,
1757029297.752314,Button,,,Brightness_Increase
1757029297.752314,Left_X,-0.003937,126,
1757029297.752314,Left_Y,-0.050995,120,
1757029297.752314,Right_X,-0.019623,124,
1757029297.752314,Right_Y,0.027435,130,
1757029297.8025928,Left_X,-0.003937,126,
1757029297.8025928,Left_Y,-0.050995,120,
1757029297.8025928,Right_X,-0.019623,124,
1757029297.8025928,Right_Y,0.027435,130,
1757029297.853198,Left_X,-0.003937,126,
1757029297.853198,Left_Y,-0.050995,120,
1757029297.853198,Right_X,-0.019623,124,
1757029297.853198,Right_Y,0.027435,130,
1757029297.9032242,Button,,,Brightness_Increase
1757029297.9032242,Left_X,-0.003937,126,
1757029297.9032242,Left_Y,-0.050995,120,
1757029297.9032242,Right_X,-0.011780,125,
1757029297.9032242,Right_Y,0.027435,130,
1757029297.9537482,Left_X,-0.003937,126,
1757029297.9537482,Left_Y,-0.050995,120,
1757029297.9537482,Right_X,-0.019623,124,
1757029297.9537482,Right_Y,0.027435,130,
1757029298.003779,Left_X,-0.003937,126,
1757029298.003779,Left_Y,-0.050995,120,
1757029298.003779,Right_X,-0.019623,124,
1757029298.003779,Right_Y,0.027435,130,
1757029298.054305,Left_X,-0.003937,126,
1757029298.054305,Left_Y,-0.050995,120,
1757029298.054305,Right_X,-0.019623,124,
1757029298.054305,Right_Y,0.027435,130,
1757029298.1043324,Left_X,-0.003937,126,
1757029298.1043324,Left_Y,-0.050995,120,
1757029298.1043324,Right_X,-0.019623,124,
1757029298.1043324,Right_Y,0.027435,130,
1757029298.1548579,Button,,,Brightness_Increase
1757029298.1548579,Left_X,-0.003937,126,
1757029298.1548579,Left_Y,-0.050995,120,
1757029298.1548579,Right_X,-0.019623,124,
1757029298.1548579,Right_Y,0.027435,130,
1757029298.204896,Left_X,-0.011780,125,
1757029298.204896,Left_Y,-0.050995,120,
1757029298.204896,Right_X,-0.019623,124,
1757029298.204896,Right_Y,0.027435,130,
1757029298.2554402,Left_X,-0.003937,126,
1757029298.2554402,Left_Y,-0.050995,120,
1757029298.2554402,Right_X,-0.019623,124,
1757029298.2554402,Right_Y,0.027435,130,
1757029298.3054886,Left_X,-0.003937,126,
1757029298.3054886,Left_Y,-0.050995,120,
1757029298.3054886,Right_X,-0.019623,124,
1757029298.3054886,Right_Y,0.027435,130,
1757029298.3560295,Button,,,Brightness_Increase
1757029298.3560295,Left_X,-0.003937,126,
1757029298.3560295,Left_Y,-0.050995,120,
1757029298.3560295,Right_X,-0.019623,124,
1757029298.3560295,Right_Y,0.027435,130,
1757029298.4061518,Left_X,-0.003937,126,
1757029298.4061518,Left_Y,-0.050995,120,
1757029298.4061518,Right_X,-0.019623,124,
1757029298.4061518,Right_Y,0.027435,130,
1757029298.4566884,Left_X,-0.003937,126,
1757029298.4566884,Left_Y,-0.050995,120,
1757029298.4566884,Right_X,-0.011780,125,
1757029298.4566884,Right_Y,0.027435,130,
1757029298.5072465,Left_X,-0.003937,126,
1757029298.5072465,Left_Y,-0.050995,120,
1757029298.5072465,Right_X,-0.011780,125,
1757029298.5072465,Right_Y,0.027435,130,
1757029298.557744,Button,,,Brightness_Decrease
1757029298.557744,Left_X,-0.003937,126,
1757029298.557744,Left_Y,-0.050995,120,
1757029298.557744,Right_X,-0.011780,125,
1757029298.557744,Right_Y,0.027435,130,
1757029298.608195,Left_X,-0.003937,126,
1757029298.608195,Left_Y,-0.050995,120,
1757029298.608195,Right_X,-0.019623,124,
1757029298.608195,Right_Y,0.027435,130,
1757029298.6584058,Left_X,-0.003937,126,
1757029298.6584058,Left_Y,-0.050995,120,
1757029298.6584058,Right_X,-0.019623,124,
1757029298.6584058,Right_Y,0.027435,130,
1757029298.709023,Left_X,-0.003937,126,
1757029298.709023,Left_Y,-0.050995,120,
1757029298.709023,Right_X,-0.019623,124,
1757029298.709023,Right_Y,0.027435,130,
1757029298.7592854,Left_X,-0.003937,126,
1757029298.7592854,Left_Y,-0.050995,120,
1757029298.7592854,Right_X,-0.019623,124,
1757029298.7592854,Right_Y,0.027435,130,
1757029298.8101776,Button,,,Brightness_Decrease
1757029298.8101776,Left_X,-0.003937,126,
1757029298.8101776,Left_Y,-0.050995,120,
1757029298.8101776,Right_X,-0.019623,124,
1757029298.8101776,Right_Y,0.027435,130,
1757029298.860095,Left_X,-0.003937,126,
1757029298.860095,Left_Y,-0.050995,120,
1757029298.860095,Right_X,-0.019623,124,
1757029298.860095,Right_Y,0.027435,130,
1757029298.910726,Left_X,-0.003937,126,
1757029298.910726,Left_Y,-0.050995,120,
1757029298.910726,Right_X,-0.019623,124,
1757029298.910726,Right_Y,0.027435,130,
1757029298.9609973,Left_X,-0.003937,126,
1757029298.9609973,Left_Y,-0.050995,120,
1757029298.9609973,Right_X,-0.019623,124,
1757029298.9609973,Right_Y,0.027435,130,
1757029299.0118985,Button,,,Brightness_Decrease
1757029299.0118985,Left_X,-0.003937,126,
1757029299.0118985,Left_Y,-0.050995,120,
1757029299.0118985,Right_X,-0.019623,124,
1757029299.0118985,Right_Y,0.027435,130,
1757029299.0624323,Left_X,-0.003937,126,
1757029299.0624323,Left_Y,-0.050995,120,
1757029299.0624323,Right_X,-0.019623,124,
1757029299.0624323,Right_Y,0.027435,130,
1757029299.11296,Left_X,-0.003937,126,
1757029299.11296,Left_Y,-0.050995,120,
1757029299.11296,Right_X,-0.019623,124,
1757029299.11296,Right_Y,0.027435,130,
1757029299.1634843,Left_X,-0.003937,126,
1757029299.1634843,Left_Y,-0.050995,120,
1757029299.1634843,Right_X,-0.019623,124,
1757029299.1634843,Right_Y,0.027435,130,
1757029299.214238,Button,,,Brightness_Decrease
1757029299.214238,Left_X,-0.003937,126,
1757029299.214238,Left_Y,-0.050995,120,
1757029299.214238,Right_X,-0.019623,124,
1757029299.214238,Right_Y,0.027435,130,
1757029299.264139,Left_X,-0.003937,126,
1757029299.264139,Left_Y,-0.050995,120,
1757029299.264139,Right_X,-0.019623,124,
1757029299.264139,Right_Y,0.027435,130,
1757029299.3146966,Left_X,-0.003937,126,
1757029299.3146966,Left_Y,-0.050995,120,
1757029299.3146966,Right_X,-0.019623,124,
1757029299.3146966,Right_Y,0.027435,130,
1757029299.3652291,Left_X,-0.003937,126,
1757029299.3652291,Left_Y,-0.050995,120,
1757029299.3652291,Right_X,-0.019623,124,
1757029299.3652291,Right_Y,0.027435,130,
1757029299.4159849,Button,,,Brightness_Decrease
1757029299.4159849,Left_X,-0.011780,125,
1757029299.4159849,Left_Y,-0.050995,120,
1757029299.4159849,Right_X,-0.019623,124,
1757029299.4159849,Right_Y,0.027435,130,
1757029299.465943,Left_X,-0.003937,126,
1757029299.465943,Left_Y,-0.050995,120,
1757029299.465943,Right_X,-0.019623,124,
1757029299.465943,Right_Y,0.027435,130,
1757029299.5160797,Left_X,-0.003937,126,
1757029299.5160797,Left_Y,-0.050995,120,
1757029299.5160797,Right_X,-0.019623,124,
1757029299.5160797,Right_Y,0.027435,130,
1757029299.566707,Left_X,-0.003937,126,
1757029299.566707,Left_Y,-0.050995,120,
1757029299.566707,Right_X,-0.019623,124,
1757029299.566707,Right_Y,0.027435,130,
1757029299.6178472,Button,,,Brightness_Decrease
1757029299.6178472,Left_X,-0.003937,126,
1757029299.6178472,Left_Y,-0.050995,120,
1757029299.6178472,Right_X,-0.019623,124,
1757029299.6178472,Right_Y,0.027435,130,
1757029299.6679645,Left_X,-0.003937,126,
1757029299.6679645,Left_Y,-0.050995,120,
1757029299.6679645,Right_X,-0.019623,124,
1757029299.6679645,Right_Y,0.027435,130,
1757029299.7179995,Left_X,-0.003937,126,
1757029299.7179995,Left_Y,-0.050995,120,
1757029299.7179995,Right_X,-0.019623,124,
1757029299.7179995,Right_Y,0.027435,130,
1757029299.7681222,Left_X,-0.003937,126,
1757029299.7681222,Left_Y,-0.050995,120,
1757029299.7681222,Right_X,-0.019623,124,
1757029299.7681222,Right_Y,0.027435,130,
1757029299.818267,Button,,,Brightness_Decrease
1757029299.818267,Left_X,-0.003937,126,
1757029299.818267,Left_Y,-0.050995,120,
1757029299.818267,Right_X,-0.019623,124,
1757029299.818267,Right_Y,0.027435,130,
1757029299.8686662,Left_X,-0.003937,126,
1757029299.8686662,Left_Y,-0.050995,120,
1757029299.8686662,Right_X,-0.019623,124,
1757029299.8686662,Right_Y,0.027435,130,
1757029299.9188058,Left_X,-0.003937,126,
1757029299.9188058,Left_Y,-0.050995,120,
1757029299.9188058,Right_X,-0.019623,124,
1757029299.9188058,Right_Y,0.027435,130,
1757029299.969197,Left_X,-0.003937,126,
1757029299.969197,Left_Y,-0.050995,120,
1757029299.969197,Right_X,-0.019623,124,
1757029299.969197,Right_Y,0.027435,130,
1757029300.019326,Left_X,-0.003937,126,
1757029300.019326,Left_Y,-0.050995,120,
1757029300.019326,Right_X,-0.019623,124,
1757029300.019326,Right_Y,0.027435,130,
1757029300.0698564,Button,,,Brightness_Decrease
1757029300.0698564,Left_X,-0.003937,126,
1757029300.0698564,Left_Y,-0.050995,120,
1757029300.0698564,Right_X,-0.019623,124,
1757029300.0698564,Right_Y,0.027435,130,
1757029300.1204813,Left_X,-0.003937,126,
1757029300.1204813,Left_Y,-0.050995,120,
1757029300.1204813,Right_X,-0.019623,124,
1757029300.1204813,Right_Y,0.027435,130,
1757029300.1706657,Left_X,-0.003937,126,
1757029300.1706657,Left_Y,-0.050995,120,
1757029300.1706657,Right_X,-0.019623,124,
1757029300.1706657,Right_Y,0.027435,130,
1757029300.2214746,Left_X,-0.003937,126,
1757029300.2214746,Left_Y,-0.050995,120,
1757029300.2214746,Right_X,-0.019623,124,
1757029300.2214746,Right_Y,0.027435,130,
1757029300.2720926,Button,,,Brightness_Decrease
1757029300.2720926,Left_X,-0.011780,125,
1757029300.2720926,Left_Y,-0.050995,120,
1757029300.2720926,Right_X,-0.019623,124,
1757029300.2720926,Right_Y,0.027435,130,
1757029300.3222442,Left_X,-0.003937,126,
1757029300.3222442,Left_Y,-0.050995,120,
1757029300.3222442,Right_X,-0.019623,124,
1757029300.3222442,Right_Y,0.027435,130,
1757029300.3728597,Left_X,-0.011780,125,
1757029300.3728597,Left_Y,-0.050995,120,
1757029300.3728597,Right_X,-0.019623,124,
1757029300.3728597,Right_Y,0.027435,130,
1757029300.4235,Left_X,-0.003937,126,
1757029300.4235,Left_Y,-0.050995,120,
1757029300.4235,Right_X,-0.019623,124,
1757029300.4235,Right_Y,0.027435,130,
1757029300.4741201,Button,,,Brightness_Increase
1757029300.4741201,Left_X,-0.003937,126,
1757029300.4741201,Left_Y,-0.050995,120,
1757029300.4741201,Right_X,-0.019623,124,
1757029300.4741201,Right_Y,0.027435,130,
1757029300.5250022,Left_X,-0.003937,126,
1757029300.5250022,Left_Y,-0.050995,120,
1757029300.5250022,Right_X,-0.019623,124,
1757029300.5250022,Right_Y,0.027435,130,
1757029300.5756228,Left_X,-0.003937,126,
1757029300.5756228,Left_Y,-0.050995,120,
1757029300.5756228,Right_X,-0.019623,124,
1757029300.5756228,Right_Y,0.027435,130,
1757029300.6264513,Left_X,-0.003937,126,
1757029300.6264513,Left_Y,-0.050995,120,
1757029300.6264513,Right_X,-0.019623,124,
1757029300.6264513,Right_Y,0.027435,130,
1757029300.6767633,Button,,,Brightness_Decrease
1757029300.6767633,Left_X,-0.003937,126,
1757029300.6767633,Left_Y,-0.050995,120,
1757029300.6767633,Right_X,-0.019623,124,
1757029300.6767633,Right_Y,0.027435,130,
1757029300.727082,Left_X,-0.003937,126,
1757029300.727082,Left_Y,-0.050995,120,
1757029300.727082,Right_X,-0.019623,124,
1757029300.727082,Right_Y,0.027435,130,
1757029300.7772973,Button,,,Brightness_Increase
1757029300.7772973,Left_X,-0.003937,126,
1757029300.7772973,Left_Y,-0.050995,120,
1757029300.7772973,Right_X,-0.019623,124,
1757029300.7772973,Right_Y,0.027435,130,
1757029300.8282247,Left_X,-0.003937,126,
1757029300.8282247,Left_Y,-0.050995,120,
1757029300.8282247,Right_X,-0.019623,124,
1757029300.8282247,Right_Y,0.027435,130,
1757029300.8791645,Left_X,-0.003937,126,
1757029300.8791645,Left_Y,-0.050995,120,
1757029300.8791645,Right_X,-0.019623,124,
1757029300.8791645,Right_Y,0.027435,130,
1757029300.9299018,Button,,,Brightness_Decrease
1757029300.9299018,Left_X,-0.003937,126,
1757029300.9299018,Left_Y,-0.050995,120,
1757029300.9299018,Right_X,-0.019623,124,
1757029300.9299018,Right_Y,0.027435,130,
1757029300.9809833,Left_X,-0.003937,126,
1757029300.9809833,Left_Y,-0.050995,120,
1757029300.9809833,Right_X,-0.019623,124,
1757029300.9809833,Right_Y,0.027435,130,
1757029301.0315242,Left_X,-0.003937,126,
1757029301.0315242,Left_Y,-0.050995,120,
1757029301.0315242,Right_X,-0.019623,124,
1757029301.0315242,Right_Y,0.027435,130,
1757029301.0815682,Left_X,-0.003937,126,
1757029301.0815682,Left_Y,-0.050995,120,
1757029301.0815682,Right_X,-0.019623,124,
1757029301.0815682,Right_Y,0.027435,130,
1757029301.1321094,Button,,,Brightness_Decrease
1757029301.1321094,Left_X,-0.003937,126,
1757029301.1321094,Left_Y,-0.050995,120,
1757029301.1321094,Right_X,-0.019623,124,
1757029301.1321094,Right_Y,0.027435,130,
1757029301.1821544,Left_X,-0.003937,126,
1757029301.1821544,Left_Y,-0.050995,120,
1757029301.1821544,Right_X,-0.019623,124,
1757029301.1821544,Right_Y,0.027435,130,
1757029301.2326906,Left_X,-0.003937,126,
1757029301.2326906,Left_Y,-0.050995,120,
1757029301.2326906,Right_X,-0.019623,124,
1757029301.2326906,Right_Y,0.027435,130,
1757029301.282885,Left_X,-0.003937,126,
1757029301.282885,Left_Y,-0.050995,120,
1757029301.282885,Right_X,-0.019623,124,
1757029301.282885,Right_Y,0.027435,130,
1757029301.3334227,Left_X,-0.003937,126,
1757029301.3334227,Left_Y,-0.050995,120,
1757029301.3334227,Right_X,-0.019623,124,
1757029301.3334227,Right_Y,0.027435,130,
1757029301.3834696,Button,,,Brightness_Decrease
1757029301.3834696,Left_X,-0.003937,126,
1757029301.3834696,Left_Y,-0.050995,120,
1757029301.3834696,Right_X,-0.019623,124,
1757029301.3834696,Right_Y,0.027435,130,
1757029301.434007,Left_X,-0.003937,126,
1757029301.434007,Left_Y,-0.050995,120,
1757029301.434007,Right_X,-0.019623,124,
1757029301.434007,Right_Y,0.027435,130,
1757029301.4842622,Button,,,Brightness_Increase
1757029301.4842622,Left_X,-0.003937,126,
1757029301.4842622,Left_Y,-0.050995,120,
1757029301.4842622,Right_X,-0.019623,124,
1757029301.4842622,Right_Y,0.027435,130,
1757029301.5349476,Left_X,-0.011780,125,
1757029301.5349476,Left_Y,-0.050995,120,
1757029301.5349476,Right_X,-0.019623,124,
1757029301.5349476,Right_Y,0.027435,130,
1757029301.5851097,Left_X,-0.003937,126,
1757029301.5851097,Left_Y,-0.050995,120,
1757029301.5851097,Right_X,-0.019623,124,
1757029301.5851097,Right_Y,0.027435,130,
1757029301.6357183,Button,,,Brightness_Decrease
1757029301.6357183,Left_X,-0.003937,126,
1757029301.6357183,Left_Y,-0.050995,120,
1757029301.6357183,Right_X,-0.019623,124,
1757029301.6357183,Right_Y,0.027435,130,
1757029301.6857808,Left_X,-0.011780,125,
1757029301.6857808,Left_Y,-0.050995,120,
1757029301.6857808,Right_X,-0.019623,124,
1757029301.6857808,Right_Y,0.027435,130,
1757029301.7364094,Left_X,-0.003937,126,
1757029301.7364094,Left_Y,-0.050995,120,
1757029301.7364094,Right_X,-0.019623,124,
1757029301.7364094,Right_Y,0.027435,130,
1757029301.7865572,Left_X,-0.003937,126,
1757029301.7865572,Left_Y,-0.050995,120,
1757029301.7865572,Right_X,-0.019623,124,
1757029301.7865572,Right_Y,0.027435,130,
1757029301.8371744,Button,,,Brightness_Decrease
1757029301.8371744,Left_X,-0.011780,125,
1757029301.8371744,Left_Y,-0.050995,120,
1757029301.8371744,Right_X,-0.019623,124,
1757029301.8371744,Right_Y,0.027435,130,
1757029301.887312,Left_X,-0.003937,126,
1757029301.887312,Left_Y,-0.050995,120,
1757029301.887312,Right_X,-0.019623,124,
1757029301.887312,Right_Y,0.027435,130,
1757029301.9382296,Left_X,-0.011780,125,
1757029301.9382296,Left_Y,-0.050995,120,
1757029301.9382296,Right_X,-0.019623,124,
1757029301.9382296,Right_Y,0.027435,130,
1757029301.988242,Button,,,Brightness_Increase
1757029301.988242,Left_X,-0.003937,126,
1757029301.988242,Left_Y,-0.050995,120,
1757029301.988242,Right_X,-0.019623,124,
1757029301.988242,Right_Y,0.027435,130,
1757029302.0390363,Left_X,-0.011780,125,
1757029302.0390363,Left_Y,-0.050995,120,
1757029302.0390363,Right_X,-0.019623,124,
1757029302.0390363,Right_Y,0.027435,130,
1757029302.0891707,Left_X,-0.003937,126,
1757029302.0891707,Left_Y,-0.050995,120,
1757029302.0891707,Right_X,-0.019623,124,
1757029302.0891707,Right_Y,0.027435,130,
1757029302.140024,Button,,,Brightness_Increase
1757029302.140024,Left_X,-0.003937,126,
1757029302.140024,Left_Y,-0.050995,120,
1757029302.140024,Right_X,-0.019623,124,
1757029302.140024,Right_Y,0.027435,130,
1757029302.1903768,Left_X,-0.011780,125,
1757029302.1903768,Left_Y,-0.050995,120,
1757029302.1903768,Right_X,-0.019623,124,
1757029302.1903768,Right_Y,0.027435,130,
1757029302.241013,Left_X,-0.003937,126,
1757029302.241013,Left_Y,-0.050995,120,
1757029302.241013,Right_X,-0.019623,124,
1757029302.241013,Right_Y,0.027435,130,
1757029302.291184,Left_X,-0.011780,125,
1757029302.291184,Left_Y,-0.050995,120,
1757029302.291184,Right_X,-0.019623,124,
1757029302.291184,Right_Y,0.027435,130,
1757029302.341614,Button,,,Brightness_Increase
1757029302.341614,Left_X,-0.003937,126,
1757029302.341614,Left_Y,-0.050995,120,
1757029302.341614,Right_X,-0.019623,124,
1757029302.341614,Right_Y,0.027435,130,
1757029302.3917415,Left_X,-0.011780,125,
1757029302.3917415,Left_Y,-0.050995,120,
1757029302.3917415,Right_X,-0.019623,124,
1757029302.3917415,Right_Y,0.027435,130,
1757029302.442346,Left_X,-0.011780,125,
1757029302.442346,Left_Y,-0.050995,120,
1757029302.442346,Right_X,-0.019623,124,
1757029302.442346,Right_Y,0.027435,130,
1757029302.4926443,Button,,,Brightness_Increase
1757029302.4926443,Left_X,-0.011780,125,
1757029302.4926443,Left_Y,-0.050995,120,
1757029302.4926443,Right_X,-0.019623,124,
1757029302.4926443,Right_Y,0.027435,130,
1757029302.5425255,Left_X,-0.011780,125,
1757029302.5425255,Left_Y,-0.050995,120,
1757029302.5425255,Right_X,-0.019623,124,
1757029302.5425255,Right_Y,0.027435,130,
1757029302.5926807,Left_X,-0.011780,125,
1757029302.5926807,Left_Y,-0.050995,120,
1757029302.5926807,Right_X,-0.019623,124,
1757029302.5926807,Right_Y,0.027435,130,
1757029302.642753,Left_X,-0.011780,125,
1757029302.642753,Left_Y,-0.050995,120,
1757029302.642753,Right_X,-0.019623,124,
1757029302.642753,Right_Y,0.027435,130,
1757029302.6939905,Button,,,Brightness_Increase
1757029302.6939905,Left_X,-0.011780,125,
1757029302.6939905,Left_Y,-0.050995,120,
1757029302.6939905,Right_X,-0.019623,124,
1757029302.6939905,Right_Y,0.027435,130,
1757029302.7443671,Left_X,-0.011780,125,
1757029302.7443671,Left_Y,-0.050995,120,
1757029302.7443671,Right_X,-0.019623,124,
1757029302.7443671,Right_Y,0.027435,130,
1757029302.7945175,Left_X,-0.011780,125,
1757029302.7945175,Left_Y,-0.050995,120,
1757029302.7945175,Right_X,-0.019623,124,
1757029302.7945175,Right_Y,0.027435,130,
1757029302.845171,Button,,,Brightness_Increase
1757029302.845171,Left_X,-0.003937,126,
1757029302.845171,Left_Y,-0.050995,120,
1757029302.845171,Right_X,-0.019623,124,
1757029302.845171,Right_Y,0.027435,130,
1757029302.895317,Left_X,-0.011780,125,
1757029302.895317,Left_Y,-0.050995,120,
1757029302.895317,Right_X,-0.019623,124,
1757029302.895317,Right_Y,0.027435,130,
1757029302.945947,Left_X,-0.003937,126,
1757029302.945947,Left_Y,-0.050995,120,
1757029302.945947,Right_X,-0.019623,124,
1757029302.945947,Right_Y,0.027435,130,
1757029302.9963574,Left_X,-0.003937,126,
1757029302.9963574,Left_Y,-0.050995,120,
1757029302.9963574,Right_X,-0.019623,124,
1757029302.9963574,Right_Y,0.027435,130,
1757029303.0472045,Button,,,Brightness_Increase
1757029303.0472045,Left_X,-0.003937,126,
1757029303.0472045,Left_Y,-0.050995,120,
1757029303.0472045,Right_X,-0.019623,124,
1757029303.0472045,Right_Y,0.027435,130,
